"code","label_zh","note","concept","all_alternative_zh","all_hidden_zh","definition_en"
"c_0a48b5bf","Erysiphe rayssiae","","http://aims.fao.org/aos/agrovoc/c_0a48b5bf","","",""
"c_0a547f14","Orthops campestris","","http://aims.fao.org/aos/agrovoc/c_0a547f14","","",""
"c_0a5529bf","海洋植物","","http://aims.fao.org/aos/agrovoc/c_0a5529bf","","",""
"c_0a592670","机载设备","","http://aims.fao.org/aos/agrovoc/c_0a592670","","",""
"c_0a5cb6df","Polygonum maritimum","","http://aims.fao.org/aos/agrovoc/c_0a5cb6df","","",""
"c_0a63ca6f","Thinopyrum intermedium subsp. intermedium","","http://aims.fao.org/aos/agrovoc/c_0a63ca6f","","",""
"c_0a661123","地磁学","","http://aims.fao.org/aos/agrovoc/c_0a661123","","",""
"c_0a6a5b59","重力测量","","http://aims.fao.org/aos/agrovoc/c_0a6a5b59","","",""
"c_0a6f8751","生物沉积物","","http://aims.fao.org/aos/agrovoc/c_0a6f8751","","",""
"c_0a7891c3","陽極","","http://aims.fao.org/aos/agrovoc/c_0a7891c3","","",""
"c_0a7ea616","地下水灌溉","","http://aims.fao.org/aos/agrovoc/c_0a7ea616","","",""
"c_0a817fe8","性腺躯体指数","","http://aims.fao.org/aos/agrovoc/c_0a817fe8","","",""
"c_0a944dfd","Allium paniculatum","","http://aims.fao.org/aos/agrovoc/c_0a944dfd","","",""
"c_0a9c454e","油乳液","","http://aims.fao.org/aos/agrovoc/c_0a9c454e","","",""
"c_0a9cb196","Erodium laciniatum","","http://aims.fao.org/aos/agrovoc/c_0a9cb196","","",""
"c_0a9daef1","新一代测序（技术）","","http://aims.fao.org/aos/agrovoc/c_0a9daef1","","",""
"c_0aaf7673","微震","","http://aims.fao.org/aos/agrovoc/c_0aaf7673","","",""
"c_0ab1a8f9","Sternbergia clusiana","","http://aims.fao.org/aos/agrovoc/c_0ab1a8f9","","",""
"c_0abecf1c","中東呼吸綜合症","","http://aims.fao.org/aos/agrovoc/c_0abecf1c","","",""
"c_0acde82f","Nipaecoccus nipae","","http://aims.fao.org/aos/agrovoc/c_0acde82f","","",""
"c_0ad3a043","温盐深剖面仪","","http://aims.fao.org/aos/agrovoc/c_0ad3a043","","",""
"c_0ae10de6","Scandix pecten-veneris","","http://aims.fao.org/aos/agrovoc/c_0ae10de6","","",""
"c_0ae1b34f","粪便污染","","http://aims.fao.org/aos/agrovoc/c_0ae1b34f","","",""
"c_0ae6f18b","雷诺数","","http://aims.fao.org/aos/agrovoc/c_0ae6f18b","","",""
"c_0af5c0b5","环境税","","http://aims.fao.org/aos/agrovoc/c_0af5c0b5","绿色税","",""
"c_0af5cbb5","Caesalpinia gilliesii","","http://aims.fao.org/aos/agrovoc/c_0af5cbb5","","",""
"c_0b00417e","Blastophaga","","http://aims.fao.org/aos/agrovoc/c_0b00417e","","",""
"c_0b014aab","河流羽状区","","http://aims.fao.org/aos/agrovoc/c_0b014aab","","",""
"c_0b0611f9","[远东]发酵鱼酱","","http://aims.fao.org/aos/agrovoc/c_0b0611f9","","",""
"c_0b0f588a","港口模型","","http://aims.fao.org/aos/agrovoc/c_0b0f588a","","",""
"c_0b12fb69","Aristolochia brevilabris","","http://aims.fao.org/aos/agrovoc/c_0b12fb69","","",""
"c_0b150f21","渔业保护","","http://aims.fao.org/aos/agrovoc/c_0b150f21","","",""
"c_0b321477","锇同位素","","http://aims.fao.org/aos/agrovoc/c_0b321477","","",""
"c_0b397500","镍同位素","","http://aims.fao.org/aos/agrovoc/c_0b397500","","",""
"c_0b39ba0d","底栖生物采集器","","http://aims.fao.org/aos/agrovoc/c_0b39ba0d","","",""
"c_0b3c2dcf","绿色城市","","http://aims.fao.org/aos/agrovoc/c_0b3c2dcf","","",""
"c_0b3d05b8","目标5 性别平等","","http://aims.fao.org/aos/agrovoc/c_0b3d05b8","","",""
"c_0b3e4f51","Bromus arvensis","","http://aims.fao.org/aos/agrovoc/c_0b3e4f51","","",""
"c_0b412ae5","Theba","","http://aims.fao.org/aos/agrovoc/c_0b412ae5","","",""
"c_0b53415e","古纬度","","http://aims.fao.org/aos/agrovoc/c_0b53415e","","",""
"c_0b6d37e4","Lathyrus laxiflorus subsp. laxiflorus","","http://aims.fao.org/aos/agrovoc/c_0b6d37e4","","",""
"c_0b7b04bc","珊瑚礁保护","","http://aims.fao.org/aos/agrovoc/c_0b7b04bc","","",""
"c_0b7f85d4","亮点技术","","http://aims.fao.org/aos/agrovoc/c_0b7f85d4","","",""
"c_0b85ab85","腹足类软体动物养殖","","http://aims.fao.org/aos/agrovoc/c_0b85ab85","","",""
"c_0b9f9511","Salvia albimaculata","","http://aims.fao.org/aos/agrovoc/c_0b9f9511","","",""
"c_0ba408cd","Aegilops geniculata","","http://aims.fao.org/aos/agrovoc/c_0ba408cd","","",""
"c_0baf0a01","科特维格德夫里斯方程","","http://aims.fao.org/aos/agrovoc/c_0baf0a01","","",""
"c_0bb9bf88","Orobanche mutelii","","http://aims.fao.org/aos/agrovoc/c_0bb9bf88","","",""
"c_0bce4472","潜伏期","","http://aims.fao.org/aos/agrovoc/c_0bce4472","","",""
"c_0bd7d038","Acer tataricum","","http://aims.fao.org/aos/agrovoc/c_0bd7d038","","",""
"c_0be5e5ba","Atriplex hastata","","http://aims.fao.org/aos/agrovoc/c_0be5e5ba","","",""
"c_0bf06353","Gladiolus micranthus","","http://aims.fao.org/aos/agrovoc/c_0bf06353","","",""
"c_0bf0de9e","Antirrhinum majus","","http://aims.fao.org/aos/agrovoc/c_0bf0de9e","","",""
"c_0bf11338","温度微结构","","http://aims.fao.org/aos/agrovoc/c_0bf11338","","",""
"c_0bf1e365","Fritillaria baskilensis","","http://aims.fao.org/aos/agrovoc/c_0bf1e365","","",""
"c_0bf2d5d3","Lactobacillaceae","","http://aims.fao.org/aos/agrovoc/c_0bf2d5d3","","",""
"c_0c0302db","大洋中脊","","http://aims.fao.org/aos/agrovoc/c_0c0302db","","",""
"c_0c072dac","索具","","http://aims.fao.org/aos/agrovoc/c_0c072dac","","",""
"c_0c08f6af","Allium balansae","","http://aims.fao.org/aos/agrovoc/c_0c08f6af","","",""
"c_0c09de54","Anas querquedula","","http://aims.fao.org/aos/agrovoc/c_0c09de54","","",""
"c_0c12c56f","Pseudonocardiaceae","","http://aims.fao.org/aos/agrovoc/c_0c12c56f","","",""
"c_0c184d6f","土壤厚度","","http://aims.fao.org/aos/agrovoc/c_0c184d6f","","",""
"c_0c1beaf8","Leveillula golovinii","","http://aims.fao.org/aos/agrovoc/c_0c1beaf8","","",""
"c_0c1cb469","氦同位素","","http://aims.fao.org/aos/agrovoc/c_0c1cb469","","",""
"c_0c2dbaf2","杂盐","","http://aims.fao.org/aos/agrovoc/c_0c2dbaf2","","",""
"c_0c2f5ccc","潮汐能","","http://aims.fao.org/aos/agrovoc/c_0c2f5ccc","","",""
"c_0c39b869","Leuconostocaceae","","http://aims.fao.org/aos/agrovoc/c_0c39b869","","",""
"c_0c3b2a83","Ferula elaeochytris","","http://aims.fao.org/aos/agrovoc/c_0c3b2a83","","",""
"c_0c3bee74","食碎屑生物","","http://aims.fao.org/aos/agrovoc/c_0c3bee74","","",""
"c_0c6072d9","Evergestis frumentalis","","http://aims.fao.org/aos/agrovoc/c_0c6072d9","","",""
"c_0c653599","新科","","http://aims.fao.org/aos/agrovoc/c_0c653599","","",""
"c_0c7b28b4","Chlamydophila felis","","http://aims.fao.org/aos/agrovoc/c_0c7b28b4","","",""
"c_0c83dd53","Dasypyrum","","http://aims.fao.org/aos/agrovoc/c_0c83dd53","","",""
"c_0c9fac2b","产仔数（分娩）","","http://aims.fao.org/aos/agrovoc/c_0c9fac2b","","",""
"c_0cbb23a5","Hermetia","","http://aims.fao.org/aos/agrovoc/c_0cbb23a5","","",""
"c_0cbd4953","Chlamydiae","","http://aims.fao.org/aos/agrovoc/c_0cbd4953","","",""
"c_0cc6c485","信托","","http://aims.fao.org/aos/agrovoc/c_0cc6c485","","",""
"c_0cc71c53","探测习性","","http://aims.fao.org/aos/agrovoc/c_0cc71c53","","",""
"c_0cde809a","潮汐-风暴潮相互作用","","http://aims.fao.org/aos/agrovoc/c_0cde809a","","",""
"c_0cfcd054","阵风","","http://aims.fao.org/aos/agrovoc/c_0cfcd054","","",""
"c_0d023eda","Lathyrus vinealis","","http://aims.fao.org/aos/agrovoc/c_0d023eda","","",""
"c_0d05857c","海沟","","http://aims.fao.org/aos/agrovoc/c_0d05857c","","",""
"c_0d0ac096","动力荷载","","http://aims.fao.org/aos/agrovoc/c_0d0ac096","","",""
"c_0d0ce860","游艇港池","","http://aims.fao.org/aos/agrovoc/c_0d0ce860","","",""
"c_0d182adb","早材","","http://aims.fao.org/aos/agrovoc/c_0d182adb","","",""
"c_0d1aa55b","Thymus leucotrichus","","http://aims.fao.org/aos/agrovoc/c_0d1aa55b","","",""
"c_0d2ab44f","Yucca filamentosa","","http://aims.fao.org/aos/agrovoc/c_0d2ab44f","","",""
"c_0d2fc2cf","Smyrnium rotundifolium","","http://aims.fao.org/aos/agrovoc/c_0d2fc2cf","","",""
"c_0d38c031","地磁资料","","http://aims.fao.org/aos/agrovoc/c_0d38c031","","",""
"c_0d3a1615","Taphrina betulina","","http://aims.fao.org/aos/agrovoc/c_0d3a1615","","",""
"c_0d3c7505","Lepidosaphes pistaciae","","http://aims.fao.org/aos/agrovoc/c_0d3c7505","","",""
"c_0d4170b6","工业污染","","http://aims.fao.org/aos/agrovoc/c_0d4170b6","","",""
"c_0d422b06","页岩","","http://aims.fao.org/aos/agrovoc/c_0d422b06","","",""
"c_0d463caa","向上辐照度","","http://aims.fao.org/aos/agrovoc/c_0d463caa","","",""
"c_0d476b2a","软体动物幼体","","http://aims.fao.org/aos/agrovoc/c_0d476b2a","","",""
"c_0d5bea49","铯同位素","","http://aims.fao.org/aos/agrovoc/c_0d5bea49","","",""
"c_0d5d04c4","Rubia tinctorum","","http://aims.fao.org/aos/agrovoc/c_0d5d04c4","","",""
"c_0d613693","海槽","","http://aims.fao.org/aos/agrovoc/c_0d613693","","",""
"c_0d6195de","Cyperus congestus","","http://aims.fao.org/aos/agrovoc/c_0d6195de","","",""
"c_0d6ebc91","波浪动力学","","http://aims.fao.org/aos/agrovoc/c_0d6ebc91","","",""
"c_0d75aa30","狩猎权","","http://aims.fao.org/aos/agrovoc/c_0d75aa30","","",""
"c_0d7bd4ab","Sideritis ozturkii","","http://aims.fao.org/aos/agrovoc/c_0d7bd4ab","","",""
"c_0d816968","Salvinia natans","","http://aims.fao.org/aos/agrovoc/c_0d816968","","",""
"c_0d832428","Orobanche cumana","","http://aims.fao.org/aos/agrovoc/c_0d832428","","",""
"c_0d9aa23e","Phyllactinia enkianthi","","http://aims.fao.org/aos/agrovoc/c_0d9aa23e","","",""
"c_0da62559","作物残茬处理","","http://aims.fao.org/aos/agrovoc/c_0da62559","","",""
"c_0da95ab7","Craterellus lutescens","","http://aims.fao.org/aos/agrovoc/c_0da95ab7","","",""
"c_0db8e0c9","Cicer incisum","","http://aims.fao.org/aos/agrovoc/c_0db8e0c9","","",""
"c_0dc30259","Salvia aucheri","","http://aims.fao.org/aos/agrovoc/c_0dc30259","","",""
"c_0dc6019a","陆架动力学","","http://aims.fao.org/aos/agrovoc/c_0dc6019a","","",""
"c_0ded89ec","Thymus sibthorpii","","http://aims.fao.org/aos/agrovoc/c_0ded89ec","","",""
"c_0def8f76","复合粉","","http://aims.fao.org/aos/agrovoc/c_0def8f76","","",""
"c_0df0b144","陆源沉积物","","http://aims.fao.org/aos/agrovoc/c_0df0b144","","",""
"c_0df158a7","物种对照表","","http://aims.fao.org/aos/agrovoc/c_0df158a7","","",""
"c_0df381c0","数学特性","","http://aims.fao.org/aos/agrovoc/c_0df381c0","","",""
"c_0e047022","Salvia halophila","","http://aims.fao.org/aos/agrovoc/c_0e047022","","",""
"c_0e074fd0","表层性质","","http://aims.fao.org/aos/agrovoc/c_0e074fd0","","",""
"c_0e07d67c","Eryngium creticum","","http://aims.fao.org/aos/agrovoc/c_0e07d67c","","",""
"c_0e3f74f7","麦地那龙线虫","","http://aims.fao.org/aos/agrovoc/c_0e3f74f7","","",""
"c_0e4210d7","镅同位素","","http://aims.fao.org/aos/agrovoc/c_0e4210d7","","",""
"c_0e510988","鲸脂","","http://aims.fao.org/aos/agrovoc/c_0e510988","","",""
"c_0e551f76","潮汐常数","","http://aims.fao.org/aos/agrovoc/c_0e551f76","","",""
"c_0e5a1009","排尿困难","","http://aims.fao.org/aos/agrovoc/c_0e5a1009","","",""
"c_0e5a7a4a","Crocus cancellatus","","http://aims.fao.org/aos/agrovoc/c_0e5a7a4a","","",""
"c_0e6710c3","水统计","","http://aims.fao.org/aos/agrovoc/c_0e6710c3","","",""
"c_0e6f25f8","Aphanes","","http://aims.fao.org/aos/agrovoc/c_0e6f25f8","","",""
"c_0e71cde7","张力腿平台","","http://aims.fao.org/aos/agrovoc/c_0e71cde7","","",""
"c_0e77af7a","水产经济学","","http://aims.fao.org/aos/agrovoc/c_0e77af7a","","",""
"c_0e785b4e","地磁海岸效应","","http://aims.fao.org/aos/agrovoc/c_0e785b4e","","",""
"c_0e79a8a2","Anoxia (Coleoptera)","","http://aims.fao.org/aos/agrovoc/c_0e79a8a2","","",""
"c_0e8b2238","Thaumatococcus","","http://aims.fao.org/aos/agrovoc/c_0e8b2238","","",""
"c_0e8ded30","Epilobium parviflorum","","http://aims.fao.org/aos/agrovoc/c_0e8ded30","","",""
"c_0eac0c10","声换能器","","http://aims.fao.org/aos/agrovoc/c_0eac0c10","","",""
"c_0eafcf9b","Xanthomonas arboricola pv. juglandis","","http://aims.fao.org/aos/agrovoc/c_0eafcf9b","","",""
"c_0eb26f9d","Epicometis","","http://aims.fao.org/aos/agrovoc/c_0eb26f9d","","",""
"c_0ed9a142","Eretmocerus eremicus","","http://aims.fao.org/aos/agrovoc/c_0ed9a142","","",""
"c_0ee9da4b","大陆性国家","","http://aims.fao.org/aos/agrovoc/c_0ee9da4b","","",""
"c_0ef7a707","Daucus carota subsp. sativus","","http://aims.fao.org/aos/agrovoc/c_0ef7a707","","",""
"c_0efda038","航空动力","","http://aims.fao.org/aos/agrovoc/c_0efda038","","",""
"c_0f066a36","Erodium cedrorum","","http://aims.fao.org/aos/agrovoc/c_0f066a36","","",""
"c_0f118213","海表面温度","","http://aims.fao.org/aos/agrovoc/c_0f118213","洋面表温","",""
"c_0f1265a0","经向大气环流","","http://aims.fao.org/aos/agrovoc/c_0f1265a0","","",""
"c_0f15e6e6","细粉粒","","http://aims.fao.org/aos/agrovoc/c_0f15e6e6","","",""
"c_0f1ba71e","Coraebus florentinus","","http://aims.fao.org/aos/agrovoc/c_0f1ba71e","","",""
"c_0f2d7511","隧道","","http://aims.fao.org/aos/agrovoc/c_0f2d7511","","",""
"c_0f316d1a","微起伏","","http://aims.fao.org/aos/agrovoc/c_0f316d1a","","",""
"c_0f35f999","组织学习","","http://aims.fao.org/aos/agrovoc/c_0f35f999","","",""
"c_0f57a888","Tenebroides mauritanicus","","http://aims.fao.org/aos/agrovoc/c_0f57a888","","",""
"c_0f628632","黑婆罗门参","","http://aims.fao.org/aos/agrovoc/c_0f628632","细卷鸦葱","",""
"c_0f71fbf0","海洋观测站","","http://aims.fao.org/aos/agrovoc/c_0f71fbf0","","",""
"c_0f73da2d","Tamarix ramosissima","","http://aims.fao.org/aos/agrovoc/c_0f73da2d","","",""
"c_0f824b4f","克里金法","","http://aims.fao.org/aos/agrovoc/c_0f824b4f","克里格插值法","",""
"c_0fafbb81","基于自然的解决方案","","http://aims.fao.org/aos/agrovoc/c_0fafbb81","","",""
"c_0fbb35a4","温深资料","","http://aims.fao.org/aos/agrovoc/c_0fbb35a4","","",""
"c_0fc1f174","分布区不重叠","","http://aims.fao.org/aos/agrovoc/c_0fc1f174","","",""
"c_0fc65f0d","Centaurea solstitialis","","http://aims.fao.org/aos/agrovoc/c_0fc65f0d","","",""
"c_0fc77122","东部边界流","","http://aims.fao.org/aos/agrovoc/c_0fc77122","","",""
"c_0fe599e2","种苗(水产养殖)","","http://aims.fao.org/aos/agrovoc/c_0fe599e2","","",""
"c_0fe8aa53","Silene coeli-rosa","","http://aims.fao.org/aos/agrovoc/c_0fe8aa53","","",""
"c_10","冷杉属","","http://aims.fao.org/aos/agrovoc/c_10","枞树|冷杉","",""
"c_100","阿克里州","","http://aims.fao.org/aos/agrovoc/c_100","","",""
"c_1000","骨粉","","http://aims.fao.org/aos/agrovoc/c_1000","","",""
"c_10001","白喉鹌鹑属","","http://aims.fao.org/aos/agrovoc/c_10001","","",""
"c_10002","结肠炎","","http://aims.fao.org/aos/agrovoc/c_10002","","",""
"c_10003","胶原酶","","http://aims.fao.org/aos/agrovoc/c_10003","","",""
"c_10004","虚脱","","http://aims.fao.org/aos/agrovoc/c_10004","","",""
"c_10006","学院","","http://aims.fao.org/aos/agrovoc/c_10006","","",""
"c_10007","火棉胶","","http://aims.fao.org/aos/agrovoc/c_10007","","",""
"c_1001","骨","","http://aims.fao.org/aos/agrovoc/c_1001","骨骼|骨架","",""
"c_10010","结肠","","http://aims.fao.org/aos/agrovoc/c_10010","","",""
"c_10019","公驹","","http://aims.fao.org/aos/agrovoc/c_10019","","",""
"c_1002","剔骨","","http://aims.fao.org/aos/agrovoc/c_1002","去骨","",""
"c_10020","鸽羽虱","","http://aims.fao.org/aos/agrovoc/c_10020","","",""
"c_10025","昏迷","","http://aims.fao.org/aos/agrovoc/c_10025","","",""
"c_10026","巢础","","http://aims.fao.org/aos/agrovoc/c_10026","","",""
"c_1003","鲭科鱼类","","http://aims.fao.org/aos/agrovoc/c_1003","","",""
"c_10034","公共牧地","","http://aims.fao.org/aos/agrovoc/c_10034","","",""
"c_10038","集体供餐","","http://aims.fao.org/aos/agrovoc/c_10038","集体饭","",""
"c_1004","奖金","","http://aims.fao.org/aos/agrovoc/c_1004","","",""
"c_10045","公司","","http://aims.fao.org/aos/agrovoc/c_10045","","",""
"c_1005","硬骨鱼类","","http://aims.fao.org/aos/agrovoc/c_1005","","",""
"c_10050","糖渍水果","","http://aims.fao.org/aos/agrovoc/c_10050","原汁果片","",""
"c_10053","受胎率","","http://aims.fao.org/aos/agrovoc/c_10053","妊娠率","",""
"c_10054","浓缩乳","","http://aims.fao.org/aos/agrovoc/c_10054","罐装乳","",""
"c_10055","条件反射","","http://aims.fao.org/aos/agrovoc/c_10055","","",""
"c_1006","牛蜱属","","http://aims.fao.org/aos/agrovoc/c_1006","","",""
"c_10069","分生孢子","","http://aims.fao.org/aos/agrovoc/c_10069","","",""
"c_1007","紫草科","","http://aims.fao.org/aos/agrovoc/c_1007","","",""
"c_10070","分生孢子梗","","http://aims.fao.org/aos/agrovoc/c_10070","分生孢子","",""
"c_10074","结膜","","http://aims.fao.org/aos/agrovoc/c_10074","","",""
"c_10075","结膜炎","","http://aims.fao.org/aos/agrovoc/c_10075","","",""
"c_10076","结缔组织","","http://aims.fao.org/aos/agrovoc/c_10076","无脊椎动物软组织","",""
"c_10077","便秘","","http://aims.fao.org/aos/agrovoc/c_10077","","",""
"c_1008","糖棕属","","http://aims.fao.org/aos/agrovoc/c_1008","","",""
"c_10080","作图纸","","http://aims.fao.org/aos/agrovoc/c_10080","","",""
"c_10081","种薯","","http://aims.fao.org/aos/agrovoc/c_10081","","",""
"c_10087","旋花属","","http://aims.fao.org/aos/agrovoc/c_10087","旋花类植物","",""
"c_10088","惊厥","","http://aims.fao.org/aos/agrovoc/c_10088","抽搐","",""
"c_1009","埃塞俄比亚糖棕","","http://aims.fao.org/aos/agrovoc/c_1009","非洲扇叶榈","",""
"c_10090","合作社","","http://aims.fao.org/aos/agrovoc/c_10090","","",""
"c_10091","苦配巴香脂","","http://aims.fao.org/aos/agrovoc/c_10091","","",""
"c_10092","珂巴脂","","http://aims.fao.org/aos/agrovoc/c_10092","","",""
"c_10097","芫荽","","http://aims.fao.org/aos/agrovoc/c_10097","","",""
"c_1009f2cd","Parlatoria oleae","","http://aims.fao.org/aos/agrovoc/c_1009f2cd","","",""
"c_101","低活性强酸土","","http://aims.fao.org/aos/agrovoc/c_101","老成土","",""
"c_1010","扇叶树头榈","","http://aims.fao.org/aos/agrovoc/c_1010","","",""
"c_1011","硼砂","","http://aims.fao.org/aos/agrovoc/c_1011","","",""
"c_10112","角膜","","http://aims.fao.org/aos/agrovoc/c_10112","","",""
"c_10115","玉米片","","http://aims.fao.org/aos/agrovoc/c_10115","","",""
"c_10119","防腐","","http://aims.fao.org/aos/agrovoc/c_10119","","",""
"c_1012","畦灌","","http://aims.fao.org/aos/agrovoc/c_1012","","",""
"c_10121","肾上腺皮质","","http://aims.fao.org/aos/agrovoc/c_10121","","",""
"c_10123","皮质酮","","http://aims.fao.org/aos/agrovoc/c_10123","","",""
"c_10125","可的松","","http://aims.fao.org/aos/agrovoc/c_10125","","",""
"c_10128","成本会计","","http://aims.fao.org/aos/agrovoc/c_10128","","",""
"c_1013","博德特氏菌属","","http://aims.fao.org/aos/agrovoc/c_1013","","",""
"c_10137","鹌鹑","","http://aims.fao.org/aos/agrovoc/c_10137","","",""
"c_10139","咳嗽","","http://aims.fao.org/aos/agrovoc/c_10139","","",""
"c_1014","北方针叶林","","http://aims.fao.org/aos/agrovoc/c_1014","泰加林|北方森林","",""
"c_10140","止咳药","","http://aims.fao.org/aos/agrovoc/c_10140","","",""
"c_10145","学习课程","","http://aims.fao.org/aos/agrovoc/c_10145","","",""
"c_10147","牛痘病毒","","http://aims.fao.org/aos/agrovoc/c_10147","","",""
"c_1015","北鳕属","","http://aims.fao.org/aos/agrovoc/c_1015","","",""
"c_10154","溶液培养","","http://aims.fao.org/aos/agrovoc/c_10154","水培法","",""
"c_10155","稀奶油干酪","","http://aims.fao.org/aos/agrovoc/c_10155","","",""
"c_10158","木馏油","","http://aims.fao.org/aos/agrovoc/c_10158","","",""
