"code","label_ru","note","concept","all_alternative_ru","all_hidden_ru","definition_en"
"c_07a98e20","генетика рыб","","http://aims.fao.org/aos/agrovoc/c_07a98e20","","",""
"c_07aa5d5e","Gazella","","http://aims.fao.org/aos/agrovoc/c_07aa5d5e","","",""
"c_07ab8a90","Solanum americanum","","http://aims.fao.org/aos/agrovoc/c_07ab8a90","","",""
"c_07bf1a3e","Allium curtum","","http://aims.fao.org/aos/agrovoc/c_07bf1a3e","","",""
"c_07c4fe59","легочная вентиляция","","http://aims.fao.org/aos/agrovoc/c_07c4fe59","","",""
"c_07c6c5ab","экосистемы засушливых земель","","http://aims.fao.org/aos/agrovoc/c_07c6c5ab","","",""
"c_07cd9c57","термическая стратификация","","http://aims.fao.org/aos/agrovoc/c_07cd9c57","","",""
"c_07d21ff0","биоэнергетика","","http://aims.fao.org/aos/agrovoc/c_07d21ff0","","",""
"c_07da14ba","измерение глубины","","http://aims.fao.org/aos/agrovoc/c_07da14ba","","",""
"c_07e284fe","Lathyrus sphaericus","","http://aims.fao.org/aos/agrovoc/c_07e284fe","","",""
"c_07eaf4ac","эмульсии масло в воде","","http://aims.fao.org/aos/agrovoc/c_07eaf4ac","","",""
"c_07ecab08","прямая","","http://aims.fao.org/aos/agrovoc/c_07ecab08","","",""
"c_07f0874c","Larinus planus","","http://aims.fao.org/aos/agrovoc/c_07f0874c","","",""
"c_07fa6b94","Filippia","","http://aims.fao.org/aos/agrovoc/c_07fa6b94","","",""
"c_07ff8972","зооксантеллы","","http://aims.fao.org/aos/agrovoc/c_07ff8972","симбиотическая желтая водоросль","",""
"c_0802adfe","сельскохозяйственная засуха","","http://aims.fao.org/aos/agrovoc/c_0802adfe","","",""
"c_080e6446","сортировка наносов","","http://aims.fao.org/aos/agrovoc/c_080e6446","","",""
"c_081270de","дцРНК-вирусы","","http://aims.fao.org/aos/agrovoc/c_081270de","двуцепочечные РНК-вирусы","",""
"c_082ec48c","блохи","","http://aims.fao.org/aos/agrovoc/c_082ec48c","","",""
"c_08323179","Bellavalia crassa","","http://aims.fao.org/aos/agrovoc/c_08323179","","",""
"c_0833dbd7","Brachychiton populneus","","http://aims.fao.org/aos/agrovoc/c_0833dbd7","","",""
"c_083bd76b","пограничные слои","","http://aims.fao.org/aos/agrovoc/c_083bd76b","","",""
"c_084edeb6","посадка на мель","","http://aims.fao.org/aos/agrovoc/c_084edeb6","","",""
"c_085bb3b7","биогерм","","http://aims.fao.org/aos/agrovoc/c_085bb3b7","","",""
"c_085e9ea7","Echinophora chrysantha","","http://aims.fao.org/aos/agrovoc/c_085e9ea7","","",""
"c_0861ccd4","прозрачность воды","","http://aims.fao.org/aos/agrovoc/c_0861ccd4","","",""
"c_086c9d19","Alternaria dianthi","","http://aims.fao.org/aos/agrovoc/c_086c9d19","","",""
"c_086d5c59","Calvatia cyathiformis","","http://aims.fao.org/aos/agrovoc/c_086d5c59","","",""
"c_0872ff35","Sanguisorba verrucosa","","http://aims.fao.org/aos/agrovoc/c_0872ff35","","",""
"c_0883a013","системы содержания животных в помещениях","","http://aims.fao.org/aos/agrovoc/c_0883a013","","",""
"c_08842b17","рост растений","","http://aims.fao.org/aos/agrovoc/c_08842b17","","",""
"c_089fae8a","Actaea racemosa","","http://aims.fao.org/aos/agrovoc/c_089fae8a","","",""
"c_08a0e564","возраст добавления в промысловое стадо","","http://aims.fao.org/aos/agrovoc/c_08a0e564","","",""
"c_08a0edfb","пестицидные палочки","","http://aims.fao.org/aos/agrovoc/c_08a0edfb","","",""
"c_08a1ba70","Evergestis extimalis","","http://aims.fao.org/aos/agrovoc/c_08a1ba70","","",""
"c_08a7c33f","изотопы ксенона","","http://aims.fao.org/aos/agrovoc/c_08a7c33f","","",""
"c_08be90dd","границы литосферных плит","","http://aims.fao.org/aos/agrovoc/c_08be90dd","","",""
"c_08c04063","кратон","","http://aims.fao.org/aos/agrovoc/c_08c04063","","",""
"c_08c2e5cc","береговая охрана","","http://aims.fao.org/aos/agrovoc/c_08c2e5cc","","",""
"c_08c42d9c","Bifora radians","","http://aims.fao.org/aos/agrovoc/c_08c42d9c","","",""
"c_08cdf676","Bellevalia kurdistanica","","http://aims.fao.org/aos/agrovoc/c_08cdf676","","",""
"c_08d19be4","типовые экземпляры","","http://aims.fao.org/aos/agrovoc/c_08d19be4","типовые образцы","",""
"c_08da821f","танкерные причалы","","http://aims.fao.org/aos/agrovoc/c_08da821f","","",""
"c_08dded27","оптические датчики","","http://aims.fao.org/aos/agrovoc/c_08dded27","","",""
"c_08f4594a","Veronica hederifolia","","http://aims.fao.org/aos/agrovoc/c_08f4594a","","",""
"c_08fed30e","Cimbex quadrimaculatus","","http://aims.fao.org/aos/agrovoc/c_08fed30e","","",""
"c_0905b3d2","Paeonia daurica","","http://aims.fao.org/aos/agrovoc/c_0905b3d2","","",""
"c_090f427c","средняя пыль","","http://aims.fao.org/aos/agrovoc/c_090f427c","","",""
"c_09108406","удельная теплота","","http://aims.fao.org/aos/agrovoc/c_09108406","физическая теплота|энтальпия","",""
"c_091e6e53","Lamium vreemanii","","http://aims.fao.org/aos/agrovoc/c_091e6e53","","",""
"c_0922191c","хвостовка отклоненная","","http://aims.fao.org/aos/agrovoc/c_0922191c","просо гвинейское","",""
"c_09330257","Centaurea benedicta","","http://aims.fao.org/aos/agrovoc/c_09330257","","",""
"c_093d240f","морская инженерная техника","","http://aims.fao.org/aos/agrovoc/c_093d240f","шельфовая техника","",""
"c_093ee711","проходимость грунтов","","http://aims.fao.org/aos/agrovoc/c_093ee711","","",""
"c_094802b4","Theileria ovis","","http://aims.fao.org/aos/agrovoc/c_094802b4","","",""
"c_0949cb64","фуллерен","","http://aims.fao.org/aos/agrovoc/c_0949cb64","","",""
"c_094dd3e6","палеосреда","","http://aims.fao.org/aos/agrovoc/c_094dd3e6","палеоусловия","",""
"c_095544cb","ледяной щит","","http://aims.fao.org/aos/agrovoc/c_095544cb","","",""
"c_095d612d","согласование политики","","http://aims.fao.org/aos/agrovoc/c_095d612d","","",""
"c_095f5a9b","Fusarium oxysporum f. sp. lycopersici","","http://aims.fao.org/aos/agrovoc/c_095f5a9b","","",""
"c_097985de","стандарт качества воды","","http://aims.fao.org/aos/agrovoc/c_097985de","","",""
"c_0980c167","Persicaria serrulata","","http://aims.fao.org/aos/agrovoc/c_0980c167","","",""
"c_09881041","ориентировка зерен","","http://aims.fao.org/aos/agrovoc/c_09881041","ориентация кристаллических образований","",""
"c_09b1b603","условная единица синего кита","","http://aims.fao.org/aos/agrovoc/c_09b1b603","","",""
"c_09be5ea3","намывные береговые террасы","","http://aims.fao.org/aos/agrovoc/c_09be5ea3","приподнятые берега","",""
"c_09bf755b","аннотирование данных","","http://aims.fao.org/aos/agrovoc/c_09bf755b","","",""
"c_09de33e2","атмосферное электричество","","http://aims.fao.org/aos/agrovoc/c_09de33e2","","",""
"c_09e3eccc","Stipagrostis pungens","","http://aims.fao.org/aos/agrovoc/c_09e3eccc","","",""
"c_09ec32c4","ультразвуковая установка","","http://aims.fao.org/aos/agrovoc/c_09ec32c4","ультразвуковой излучатель|ультразвуковой прибор","",""
"c_09f4f818","гармоническая функция","","http://aims.fao.org/aos/agrovoc/c_09f4f818","","",""
"c_09f91c53","восстановление озер","","http://aims.fao.org/aos/agrovoc/c_09f91c53","","",""
"c_0a02e602","осадочное отложение","","http://aims.fao.org/aos/agrovoc/c_0a02e602","","",""
"c_0a0accfa","эндемичные растения","","http://aims.fao.org/aos/agrovoc/c_0a0accfa","","",""
"c_0a269dfe","биоразнообразие лесов","","http://aims.fao.org/aos/agrovoc/c_0a269dfe","биологическое разнообразие лесов","",""
"c_0a2f9038","законодательство в области сохранения почв","","http://aims.fao.org/aos/agrovoc/c_0a2f9038","","",""
"c_0a3220bc","болезни водных беспозвоночных","","http://aims.fao.org/aos/agrovoc/c_0a3220bc","","",""
"c_0a372212","прибрежная среда","","http://aims.fao.org/aos/agrovoc/c_0a372212","","",""
"c_0a42ef7b","судовое оборудование","","http://aims.fao.org/aos/agrovoc/c_0a42ef7b","судовая аппаратура","",""
"c_0a48b5bf","Erysiphe rayssiae","","http://aims.fao.org/aos/agrovoc/c_0a48b5bf","","",""
"c_0a547f14","Orthops campestris","","http://aims.fao.org/aos/agrovoc/c_0a547f14","","",""
"c_0a5529bf","морские растения","","http://aims.fao.org/aos/agrovoc/c_0a5529bf","","",""
"c_0a592670","бортовая аппаратура (самолетная)","","http://aims.fao.org/aos/agrovoc/c_0a592670","","",""
"c_0a5cb6df","Polygonum maritimum","","http://aims.fao.org/aos/agrovoc/c_0a5cb6df","","",""
"c_0a61b571","инфракрасные влагомеры","","http://aims.fao.org/aos/agrovoc/c_0a61b571","","",""
"c_0a63ca6f","Thinopyrum intermedium subsp. intermedium","","http://aims.fao.org/aos/agrovoc/c_0a63ca6f","","",""
"c_0a64a953","закрытие границ","","http://aims.fao.org/aos/agrovoc/c_0a64a953","","",""
"c_0a661123","геомагнетизм","","http://aims.fao.org/aos/agrovoc/c_0a661123","","",""
"c_0a6a5b59","гравиметрическая съемка","","http://aims.fao.org/aos/agrovoc/c_0a6a5b59","гравиметрическое исследование","",""
"c_0a6f8751","биогенные отложения","","http://aims.fao.org/aos/agrovoc/c_0a6f8751","органогенные отложения","",""
"c_0a7891c3","аноды","","http://aims.fao.org/aos/agrovoc/c_0a7891c3","","",""
"c_0a7ea616","орошение грунтовыми водами","","http://aims.fao.org/aos/agrovoc/c_0a7ea616","","",""
"c_0a817fe8","гонадосоматический индекс","","http://aims.fao.org/aos/agrovoc/c_0a817fe8","","",""
"c_0a8b4e1e","рельеф","","http://aims.fao.org/aos/agrovoc/c_0a8b4e1e","","",""
"c_0a944dfd","Allium paniculatum","","http://aims.fao.org/aos/agrovoc/c_0a944dfd","","",""
"c_0a9c454e","эмульсии вода в масле","","http://aims.fao.org/aos/agrovoc/c_0a9c454e","","",""
"c_0a9cb196","Erodium laciniatum","","http://aims.fao.org/aos/agrovoc/c_0a9cb196","","",""
"c_0a9daef1","высокопроизводительное секвенирование","","http://aims.fao.org/aos/agrovoc/c_0a9daef1","","",""
"c_0a9fbc47","коса","","http://aims.fao.org/aos/agrovoc/c_0a9fbc47","","",""
"c_0aaf7673","микроземлетрясения","","http://aims.fao.org/aos/agrovoc/c_0aaf7673","","",""
"c_0ab1a8f9","Sternbergia clusiana","","http://aims.fao.org/aos/agrovoc/c_0ab1a8f9","","",""
"c_0abecf1c","ближневосточный респираторный синдром","","http://aims.fao.org/aos/agrovoc/c_0abecf1c","MERS","",""
"c_0acde82f","Nipaecoccus nipae","","http://aims.fao.org/aos/agrovoc/c_0acde82f","","",""
"c_0ad3a043","прибор для определения глубины, температуры и солености воды","","http://aims.fao.org/aos/agrovoc/c_0ad3a043","","",""
"c_0ae10de6","Scandix pecten-veneris","","http://aims.fao.org/aos/agrovoc/c_0ae10de6","","",""
"c_0ae1b34f","загрязнение фекалиями","","http://aims.fao.org/aos/agrovoc/c_0ae1b34f","","",""
"c_0ae6f18b","число Рейнольдса","","http://aims.fao.org/aos/agrovoc/c_0ae6f18b","","",""
"c_0af5c0b5","налог на охрану окружающей среды","","http://aims.fao.org/aos/agrovoc/c_0af5c0b5","","",""
"c_0af5cbb5","Caesalpinia gilliesii","","http://aims.fao.org/aos/agrovoc/c_0af5cbb5","","",""
"c_0af9cd7a","эластичность","","http://aims.fao.org/aos/agrovoc/c_0af9cd7a","","",""
"c_0b00417e","Blastophaga","","http://aims.fao.org/aos/agrovoc/c_0b00417e","","",""
"c_0b014aab","речные плюмы","","http://aims.fao.org/aos/agrovoc/c_0b014aab","струи пресных вод реки","",""
"c_0b043f03","социально-экологическая устойчивость","","http://aims.fao.org/aos/agrovoc/c_0b043f03","","",""
"c_0b0611f9","ферментированная рыбная паста","","http://aims.fao.org/aos/agrovoc/c_0b0611f9","","",""
"c_0b0f588a","модель гавани","","http://aims.fao.org/aos/agrovoc/c_0b0f588a","модель порта","",""
"c_0b12fb69","Aristolochia brevilabris","","http://aims.fao.org/aos/agrovoc/c_0b12fb69","","",""
"c_0b150f21","охрана рыбных промыслов","","http://aims.fao.org/aos/agrovoc/c_0b150f21","охрана рыболовных промыслов|охрана рыболовства","",""
"c_0b321477","изотопы осмия","","http://aims.fao.org/aos/agrovoc/c_0b321477","","",""
"c_0b397500","изотопы никеля","","http://aims.fao.org/aos/agrovoc/c_0b397500","","",""
"c_0b39ba0d","устройства для сбора бентоса","","http://aims.fao.org/aos/agrovoc/c_0b39ba0d","","",""
"c_0b3c2dcf","зеленые города","","http://aims.fao.org/aos/agrovoc/c_0b3c2dcf","","",""
"c_0b3d05b8","Цель 5 Гендерное равенство","","http://aims.fao.org/aos/agrovoc/c_0b3d05b8","","",""
"c_0b3e4f51","Bromus arvensis","","http://aims.fao.org/aos/agrovoc/c_0b3e4f51","","",""
"c_0b412ae5","Theba","","http://aims.fao.org/aos/agrovoc/c_0b412ae5","","",""
"c_0b53415e","палеоширота","","http://aims.fao.org/aos/agrovoc/c_0b53415e","","",""
"c_0b6d37e4","Lathyrus laxiflorus subsp. laxiflorus","","http://aims.fao.org/aos/agrovoc/c_0b6d37e4","","",""
